dataset,start_frame,end_frame,fps,label,phi_trans,psi_tan,psi_rad
0126,8691,9381,29.97,traveling_polarized,0.9247060150398155,0.2758630087906735,0.04866268076394382
0126,9441,9890,29.97,traveling_polarized,0.9451645917679472,0.3665081735312022,0.05433661630280655
0126,9950,12018,29.97,traveling_polarized,0.9203007887237205,0.27390916478886335,-0.0034941203899174654
0126,12288,12363,29.97,traveling_polarized,0.9055634560380478,0.39942496765243096,-0.03480529836775748
0126,12677,13277,29.97,traveling_polarized,0.8924379289142736,0.3752493748231598,0.02805319045167252
0126,13367,13457,29.97,shoaling,0.39264468165763605,0.08022370021699597,0.07329143634760812
0126,13936,14026,29.97,traveling_polarized,0.8847097221387956,0.22677864282230814,-0.07419357476123699
0126,14071,14122,29.97,shoaling,0.26152959742203113,0.21911645520648765,-0.07306136279731656
0126,14206,14326,29.97,traveling_polarized,0.8766846200235481,0.2256270086820645,-0.06747573338158694
0126,14386,14476,29.97,shoaling,0.2500180688106868,0.1406595187516496,0.041492639097322134
0126,14595,14865,29.97,traveling_polarized,0.9094072241295325,0.17689512855284065,0.07405336548852995
0126,14955,15345,29.97,traveling_polarized,0.9350552529966375,0.24123938392923078,0.09032359527709187
0126,15554,15944,29.97,traveling_polarized,0.9395909931510218,0.32027157381194543,-0.05428815147398584
0126,16154,16753,29.97,traveling_polarized,0.9405915725342247,0.3318707610215008,0.1802901033495733
0126,16993,17143,29.97,traveling_polarized,0.870630127524049,0.36158534440799983,0.14711128564503856
0126,17652,18132,29.97,traveling_polarized,0.8689265865355994,0.23669073177242222,0.022063037266027423
0126,18222,19121,29.97,traveling_polarized,0.9116351660445244,0.34124686245804486,0.018726518123931748
0126,19181,19301,29.97,traveling_polarized,0.9249621985018298,0.48748661723945214,-0.13345730118782478
0126,19391,19810,29.97,traveling_polarized,0.9274681561436383,0.2805935725110425,-0.01490668670693576
0126,19870,20559,29.97,traveling_polarized,0.9167532025841801,0.3053595770883116,0.014486529946302382
0126,21069,21279,29.97,milling,0.5324602305575031,0.6485001517175306,-0.020633179396796406
0126,21369,21848,29.97,traveling_polarized,0.8824038070042526,0.22801857114878685,-0.013567229528238117
0126,21968,22448,29.97,traveling_polarized,0.9377918132051081,0.27026298506655766,-0.016225058486028437
0126,22567,23077,29.97,traveling_polarized,0.9274436407960928,0.3937290403570103,-0.0280414572440673
0126,23317,23826,29.97,traveling_polarized,0.9522841582093033,0.3377919679160688,0.06525307063836945
0126,23976,24635,29.97,traveling_polarized,0.9061616419537546,0.4022180449920608,0.05818395416938482
0200,300,420,29.97,traveling_polarized,0.884276483767291,0.13135388499221706,0.026412874083223577
0200,800,875,29.97,traveling_polarized,0.8504658449867285,0.2818708492127149,-0.04502151337132936
0200,1079,1340,29.97,traveling_polarized,0.9252389203030946,0.13715590304874356,-0.06434225707824041
0200,1531,1864,29.97,milling,0.23724472845885047,0.7313608180150476,0.016692127126196568
0200,2056,2260,29.97,traveling_polarized,0.9316467385459904,0.13941323480937906,-0.047325809299917185
0200,2320,2374,29.97,traveling_polarized,0.8515739141090166,0.13820552869417402,-0.14206745145803956
0200,2482,2664,29.97,shoaling,0.2328478467035406,0.08245969383855295,0.03651824184239485
0200,3036,3450,29.97,milling,0.20967797186506498,0.6093800312821475,0.060602036701778085
0200,3869,3953,29.97,traveling_polarized,0.9382454033615515,0.16280661970313778,-0.005669729980402168
0200,4094,4157,29.97,traveling_polarized,0.8426498726938899,0.29779092007270913,-0.08497263754909601
0200,4370,4442,29.97,milling,0.3981267524994834,0.5989088891112778,0.09726519150839791
0200,5461,5535,29.97,traveling_polarized,0.8861170973725079,0.12246388963579213,-0.02262237044862464
0200,6219,6282,29.97,traveling_polarized,0.8516501621845529,0.28153425023964257,0.15109606998513728
0200,6405,6509,29.97,traveling_polarized,0.8907611523100356,0.23386102353885507,-0.0006887502733031939
0200,7250,7490,29.97,traveling_polarized,0.9266404606615108,0.17799537540199906,0.007938229052210814
0200,7615,8017,29.97,milling,0.1909849131166834,0.7052774816004223,0.04550674853250139
0200,8332,8488,29.97,traveling_polarized,0.8858708853387276,0.21765885614725825,-0.056321100128517966
0200,9198,9486,29.97,milling,0.17808885708265906,0.7199417824338686,0.04856300036868627
0200,9605,9812,29.97,milling,0.3755903712808604,0.6494101090796439,0.04214723950744241
0200,9851,10151,29.97,milling,0.2777068643872923,0.733623510667502,0.016776269058647965
0200,10268,10394,29.97,milling,0.2994082058004892,0.6938260355264453,0.13065898345298613
0200,10549,10663,29.97,traveling_polarized,0.9072423554930016,0.16881350967006492,-0.03925667641562618
0200,11182,11452,29.97,traveling_polarized,0.9085302594253206,0.1177124788211774,-0.05590718710423705
0200,11751,11871,29.97,traveling_polarized,0.8353036915287579,0.2842528905967681,0.03063835877299604
0200,12087,12243,29.97,traveling_polarized,0.9105857843462866,0.19070292032694378,-0.029659503296095766
0200,12435,12608,29.97,traveling_polarized,0.8597994437213757,0.11524054295775818,-0.046717571848739946
0200,12803,12905,29.97,shoaling,0.27182256586519593,0.19503033034737283,-0.004196424228901328
0200,13235,13469,29.97,traveling_polarized,0.9141263269617911,0.11357305595658111,-0.015514894506356269
0200,14020,14562,29.97,milling,0.43083216896514276,0.7703770358321234,0.07409581797268527
0200,14718,14826,29.97,milling,0.37738046753854876,0.5798201125586884,0.032551813251503185
0200,16067,16256,29.97,milling,0.2628207253738649,0.6775031065968367,0.026172164379266886
0200,17401,17544,29.97,shoaling,0.28515163369700675,0.1309417781516426,0.017380486425342175
